acc_x,acc_y,acc_z
0.116,-0.284,0.878
0.165,-0.294,0.862
0.269,-0.334,0.8
0.417,-0.351,0.76
0.538,-0.325,0.79
0.672,-0.319,0.83
0.718,-0.311,0.866
0.698,-0.308,0.895
0.623,-0.311,0.904
0.615,-0.325,0.878
0.596,-0.327,0.825
0.471,-0.284,0.797
0.304,-0.168,0.845
0.112,-0.06,0.951
-0.076,0.055,1.081
-0.246,0.124,1.174
-0.226,0.126,1.187
0.044,0.09,1.155
0.271,-0.039,1.004
0.356,-0.245,0.879
0.356,-0.265,0.831
0.313,-0.345,0.861
0.22,-0.399,0.901
0.127,-0.382,0.875
0.108,-0.362,0.843
0.121,-0.334,0.843
0.177,-0.345,0.831
0.255,-0.328,0.856
0.275,-0.251,0.963
0.234,-0.146,1.054
0.115,-0.06,1.096
0.069,-0.036,1.103
0.223,-0.034,1.077
0.341,-0.046,0.998
0.329,-0.067,0.986
0.171,-0.06,1.005
-0.024,-0.079,1.031
-0.076,-0.123,1.096
-0.104,-0.131,1.159
-0.086,-0.167,1.133
-0.085,-0.212,0.986
0.01,-0.214,0.887
0.092,-0.213,0.912
0.16,-0.238,0.957
0.146,-0.256,0.954
0.139,-0.277,0.9
0.124,-0.279,0.856
0.147,-0.263,0.853
0.145,-0.273,0.844
0.193,-0.304,0.828
0.438,-0.361,0.796
0.579,-0.358,0.796
0.617,-0.34,0.753
0.75,-0.313,0.791
0.827,-0.283,0.883
0.775,-0.267,0.896
0.735,-0.295,0.833
0.719,-0.312,0.774
0.582,-0.279,0.744
0.379,-0.169,0.827
0.106,-0.059,0.953
-0.161,0.02,1.086
-0.253,0.05,1.172
-0.207,0.045,1.171
-0.018,0.012,1.042
0.326,-0.143,0.892
0.452,-0.249,0.818
0.405,-0.287,0.836
0.269,-0.324,0.88
0.14,-0.324,0.879
0.105,-0.316,0.885
0.2,-0.3,0.925
0.284,-0.294,0.949
0.359,-0.297,0.954
0.309,-0.264,0.948
0.193,-0.197,0.979
0.103,-0.147,1.016
0.141,-0.089,1.07
0.215,-0.057,1.045
0.435,-0.083,0.985
0.455,-0.091,0.975
0.278,-0.111,0.99
0.087,-0.103,1.089
-0.156,-0.057,1.127
-0.29,-0.055,1.022
-0.165,-0.154,0.927
-0.023,-0.234,0.945
0.034,-0.299,0.974
0.004,-0.344,0.925
0.002,-0.361,0.835
-0.005,-0.33,0.754
0.052,-0.278,0.765
0.234,-0.243,0.887
0.396,-0.248,0.939
0.447,-0.304,0.857
0.393,-0.305,0.845
0.357,-0.292,0.808
0.608,-0.26,0.828
0.867,-0.262,0.89
0.795,-0.271,0.892
0.704,-0.305,0.857
0.659,-0.295,0.841
0.522,-0.227,0.846
0.26,-0.127,0.89
-0.007,-0.023,1.023
-0.272,0.036,1.145
-0.386,0.055,1.132
-0.123,0.006,1.014
0.253,-0.082,0.929
0.624,-0.237,0.892
0.515,-0.295,0.879
0.217,-0.271,0.967
0.01,-0.25,1.037
-0.011,-0.235,0.996
0.084,-0.259,0.961
0.123,-0.261,0.944
0.191,-0.287,0.912
0.341,-0.313,0.91
0.345,-0.302,0.916
0.292,-0.288,0.932
0.239,-0.253,0.961
0.202,-0.21,0.97
0.138,-0.196,0.947
0.052,-0.145,0.941
0.045,-0.102,0.95
0.232,-0.076,1.03
0.496,-0.074,1.079
0.387,-0.071,1.053
0.206,-0.073,1.048
-0.031,-0.096,1.024
-0.094,-0.091,1.009
-0.026,-0.07,1.04
-0.107,-0.091,1.08
-0.082,-0.192,1.086
-0.02,-0.287,1.005
-0.003,-0.327,0.849
0.062,-0.352,0.71
0.115,-0.364,0.641
0.148,-0.342,0.68
0.332,-0.303,0.781
0.539,-0.34,0.878
0.633,-0.309,0.937
0.602,-0.281,0.928
0.535,-0.276,0.874
0.553,-0.245,0.865
0.673,-0.305,0.895
0.744,-0.332,0.915
0.658,-0.3,0.877
0.44,-0.232,0.842
0.174,-0.145,0.852
-0.115,-0.051,0.977
-0.317,0.035,1.161
-0.431,0.084,1.177
-0.149,0.022,1.063
0.212,-0.078,0.979
0.4,-0.206,0.927
0.357,-0.284,0.899
0.268,-0.304,0.903
0.221,-0.319,0.942
0.231,-0.321,0.945
0.244,-0.337,0.883
0.213,-0.327,0.849
0.187,-0.321,0.88
0.224,-0.317,0.905
0.18,-0.262,0.972
0.062,-0.165,1.06
0.037,-0.137,1.033
0.052,-0.094,1.029
0.102,-0.067,1.026
0.328,-0.066,1.04
0.518,-0.094,1.059
0.382,-0.102,1.036
0.072,-0.088,1.049
-0.057,-0.099,1.069
-0.049,-0.121,1.081
-0.112,-0.151,1.025
-0.107,-0.21,0.946
-0.025,-0.266,0.928
-0.056,-0.3,0.911
-0.047,-0.329,0.852
-0.045,-0.379,0.745
0.058,-0.413,0.636
0.296,-0.41,0.639
0.415,-0.342,0.75
0.573,-0.318,0.881
0.658,-0.304,0.945
0.565,-0.277,0.953
0.43,-0.26,0.905
0.488,-0.24,0.861
0.685,-0.237,0.879
0.743,-0.288,0.908
0.629,-0.309,0.899
0.516,-0.287,0.891
0.37,-0.217,0.881
0.15,-0.135,0.901
-0.038,-0.053,0.994
-0.165,0.024,1.094
-0.206,0.032,1.177
-0.13,0.0,1.158
0.058,-0.042,1.046
0.188,-0.146,0.888
0.266,-0.25,0.849
0.196,-0.236,0.85
0.188,-0.298,0.899
0.204,-0.305,0.934
0.203,-0.325,0.952
0.245,-0.323,0.99
0.254,-0.308,1.013
0.23,-0.311,1.011
0.206,-0.313,0.971
0.105,-0.247,0.92
-0.013,-0.144,0.921
-0.078,-0.07,0.998
0.066,-0.05,1.071
0.32,-0.069,1.057
0.354,-0.082,1.0
0.272,-0.063,1.009
0.122,-0.054,1.043
-0.026,-0.091,1.104
-0.08,-0.119,1.128
-0.112,-0.147,1.025
-0.034,-0.178,0.962
-0.002,-0.229,0.978
0.017,-0.266,0.96
0.051,-0.326,0.862
0.125,-0.374,0.738
0.307,-0.397,0.638
0.392,-0.353,0.651
0.449,-0.317,0.767
0.523,-0.307,0.881
0.522,-0.286,0.913
0.539,-0.275,0.909
0.599,-0.254,0.919
0.657,-0.247,0.902
0.736,-0.28,0.899
0.717,-0.269,0.904
0.582,-0.216,0.89
0.453,-0.179,0.883
0.241,-0.118,0.914
-0.064,-0.016,1.009
-0.308,0.049,1.087
-0.242,0.083,1.13
0.03,0.04,1.095
0.245,-0.132,0.957
0.317,-0.264,0.846
0.39,-0.321,0.845
0.356,-0.377,0.918
0.259,-0.355,0.938
0.17,-0.355,0.914
0.081,-0.326,0.878
0.09,-0.321,0.862
0.221,-0.354,0.881
0.338,-0.361,0.916
0.329,-0.299,0.958
0.249,-0.214,0.988
0.179,-0.154,1.0
0.057,-0.093,1.016
0.115,-0.048,1.014
0.359,-0.008,1.044
0.394,0.002,1.058
0.242,0.002,1.07
0.107,-0.033,1.087
0.052,-0.079,1.103
0.045,-0.15,1.088
0.051,-0.211,1.02
-0.033,-0.215,0.927
-0.037,-0.166,0.908
